Timestamp (us),Temperature (degC)
917801095,37.750000
918801576,37.750000
920802543,37.750000
921803024,37.750000
922803506,37.750000
923803998,37.875000
924804480,37.875000
925804962,37.799999
926805446,37.750000
927805928,37.750000
928806410,37.875000
929806894,37.875000
930807408,37.875000
931807892,37.849998
932808374,37.750000
933808856,37.875000
934809341,37.799999
935809822,37.750000
