Timestamp (us),Temperature (degC)
918092729,38.125000
919092958,38.125000
920093195,38.250000
921093426,38.250000
922093659,38.250000
923093889,38.250000
924094120,38.250000
925094353,38.250000
926094584,38.250000
927094814,38.200001
928095048,38.125000
929095281,38.125000
930095518,38.224998
931095750,38.250000
932095982,38.200001
933096214,38.125000
934096452,38.125000
935096675,38.125000
