Timestamp (us),X (a.u.),Y (a.u.),Z (a.u.)
927683992,0.275926,-0.444184,-0.604425
927733866,0.266809,-0.443519,-0.573930
927783740,0.266844,-0.452559,-0.573807
927833616,0.276017,-0.460995,-0.543207
927883489,0.276117,-0.488103,-0.542735
927933367,0.285292,-0.496763,-0.522418
927983246,0.294385,-0.487971,-0.532786
928033127,0.285106,-0.452416,-0.563755
928083000,0.285139,-0.461669,-0.573812
928132873,0.303369,-0.452274,-0.553704
928182752,0.367365,-0.469320,-0.492827
928232631,0.477057,-0.484869,-0.351056
928282509,0.641218,-0.436203,-0.159087
928332383,0.741378,-0.353331,-0.069381
928382262,0.795767,-0.265270,-0.172753
928432136,0.795606,-0.233385,-0.376977
928482005,0.722711,-0.283221,-0.610243
928531873,0.531182,-0.349400,-0.781297
928581755,0.294124,-0.449583,-0.859022
928631631,0.056812,-0.467433,-0.888238
928681510,-0.025433,-0.449608,-0.917532
928731384,0.120569,-0.432327,-0.929296
928781266,0.257332,-0.387637,-0.930568
928881022,0.238746,-0.307065,-0.972252
928930893,0.229569,-0.288999,-0.973405
928980766,0.220478,-0.298013,-0.973379
929030641,0.220439,-0.288964,-0.973340
929080514,0.211366,-0.307198,-0.982724
929130381,0.211304,-0.288700,-0.962771
929180256,0.202165,-0.289083,-0.982906
929230137,0.193034,-0.288384,-0.951825
929280013,0.202194,-0.298106,-0.982457
929329895,0.220432,-0.288948,-0.973017
929379779,0.293461,-0.288558,-0.942358
929429659,0.330011,-0.297951,-0.952668
929479540,0.293629,-0.324981,-0.952993
929529427,0.184186,-0.361109,-0.971449
929579315,0.129486,-0.378793,-0.961118
929629183,0.165924,-0.360806,-0.960821
929679052,0.220420,-0.289579,-1.003396
929728932,0.202128,-0.280477,-1.003556
929778818,0.202130,-0.280043,-0.983030
929828697,0.202181,-0.288902,-0.973373
929878575,0.202192,-0.298541,-1.002977
929928450,0.193032,-0.288818,-0.972339
929978366,0.193027,-0.289244,-0.992693
930028239,0.193072,-0.298531,-1.003411
930078121,0.193074,-0.298317,-0.993228
930177883,0.211270,-0.280102,-0.983583
930227765,0.202195,-0.298327,-0.992799
930277647,0.193035,-0.289048,-0.982842
930327523,0.192968,-0.270976,-0.983252
930377403,0.193061,-0.298063,-0.982230
930427288,0.193027,-0.289244,-0.992693
930477169,0.193103,-0.307340,-0.992775
930527045,0.183941,-0.298274,-0.992999
930576927,0.193027,-0.289466,-1.003036
930626810,0.183901,-0.289660,-1.013485
930676691,0.183833,-0.271367,-1.003551
930726571,0.183868,-0.280186,-0.993081
930776448,0.174710,-0.270692,-0.972941
930826330,0.183835,-0.271154,-0.993369
930876208,0.211107,-0.244110,-0.993274
930926094,0.293046,-0.180743,-0.974850
930975977,0.411161,-0.036986,-0.997857
931025862,0.493115,0.018218,-0.937792
931075744,0.529727,0.009026,-0.938863
931125628,0.538640,0.044522,-0.968851
931175510,0.520247,0.080536,-0.979552
931225386,0.630030,0.036404,-0.908932
931275268,0.758433,-0.115408,-0.795347
931325143,0.841145,-0.221889,-0.683235
931375015,0.895763,-0.185075,-0.643147
931424888,0.858884,-0.096456,-0.735885
931474764,0.822199,-0.060791,-0.766538
931524639,0.803908,-0.060715,-0.766145
931574525,0.822251,-0.079081,-0.776339
931624403,0.813082,-0.078397,-0.745347
931674285,0.822198,-0.078216,-0.735108
931724168,0.822342,-0.096738,-0.755863
931774048,0.831471,-0.087527,-0.746127
931823932,0.822364,-0.088139,-0.776883
931873815,0.822226,-0.069189,-0.735742
931923698,0.813009,-0.060531,-0.755770
931973583,0.822200,-0.070038,-0.776329
932023470,0.822283,-0.087052,-0.725189
932073347,0.849813,-0.123316,-0.724889
932123231,0.831763,-0.158997,-0.704403
932173123,0.813507,-0.186655,-0.733691
932222992,0.831792,-0.185879,-0.693238
932272871,0.859157,-0.177376,-0.714034
932322752,0.822592,-0.169048,-0.754615
932372636,0.804318,-0.159517,-0.734380
932422518,0.813492,-0.177195,-0.713587
932472400,0.813538,-0.186666,-0.733946
932522283,0.813540,-0.195908,-0.743744
932572162,0.822777,-0.204153,-0.703475
932622039,0.831762,-0.177697,-0.734198
932671919,0.822734,-0.195752,-0.734143
932721797,0.804395,-0.195867,-0.743550
932771681,0.822686,-0.186494,-0.723958
932821567,0.813617,-0.195936,-0.744389
932871451,0.804329,-0.177363,-0.723448
932921334,0.822700,-0.195954,-0.744066
932971222,0.813560,-0.195487,-0.723518
933070979,0.804388,-0.177597,-0.734133
933120855,0.804375,-0.177378,-0.723826
933170738,0.804419,-0.177607,-0.734388
933220618,0.813553,-0.186672,-0.734074
933270494,0.804397,-0.195654,-0.733376
933320374,0.804335,-0.168765,-0.744307
933370251,0.813520,-0.177419,-0.724017
933420138,0.822650,-0.186909,-0.744060
933470020,0.804357,-0.177586,-0.733878
933519893,0.813516,-0.177845,-0.744377
933569767,0.804360,-0.177373,-0.723700
933619647,0.813568,-0.196132,-0.754181
933669522,0.813543,-0.186240,-0.713589
933719403,0.804362,-0.177160,-0.713523
933769282,0.813533,-0.177637,-0.734325
933819170,0.804408,-0.186631,-0.733882
