Timestamp (us),Temperature (degC)
918050111,40.000000
919053129,40.000000
920056151,40.000000
922062190,40.000000
923065209,39.900002
924068230,39.950001
925071249,40.000000
926074269,40.000000
927077290,40.000000
928080310,39.900002
929083330,39.950001
930086352,40.000000
931089372,40.000000
932092392,40.000000
933095413,40.000000
934098434,39.950001
935101455,39.900002
