Timestamp (us),X (g),Y (g),Z (g)
920456940,-1.083936,-0.204726,0.445049
920476997,-0.927046,-0.107429,0.300975
920497054,-0.921040,0.139471,-0.191082
920517112,-1.839556,0.807621,-0.517426
920537168,-1.383762,0.246642,-0.253191
920557224,-0.781055,-0.977186,-0.072835
920577281,-0.665037,-0.173106,-0.521787
920597337,-0.649887,0.835952,-0.927557
920617395,-0.868989,0.085356,-0.384324
920637453,-1.232322,-0.061159,-0.342375
920657510,-1.024122,0.036098,-0.436315
920677567,-0.867696,0.186798,-0.385840
920697626,-0.973735,-0.013993,-0.336597
920717683,-1.026617,-0.114725,-0.336388
920737740,-0.923440,-0.116147,-0.333774
920757796,-1.027910,-0.216167,-0.334873
920777851,-1.080053,-0.214114,-0.238526
920797907,-0.924087,-0.166868,-0.333016
920817964,-0.975675,-0.166157,-0.334323
920838020,-0.977246,-0.266928,-0.283981
920858076,-0.977615,-0.318320,-0.332050
920878132,-1.028556,-0.266888,-0.334115
920898188,-0.977709,-0.213525,-0.089431
920918243,-0.925382,-0.111452,0.008014
920938299,-0.978818,-0.210842,0.105876
920958354,-0.926490,-0.265628,-0.136193
920978411,-0.977246,-0.266928,-0.283981
920998469,-0.926027,-0.319031,-0.330743
921018526,-1.032438,-0.414357,0.009946
921038583,-1.238237,-0.255996,0.246578
921058640,-1.594181,0.154750,0.231364
921078696,-1.642351,0.356334,0.080545
921098753,-1.489063,0.148634,-0.107809
921118811,-1.282895,0.041665,-0.296372
921138868,-1.179256,-0.013161,-0.488306
921158925,-1.228441,0.086310,-0.686437
921178980,-1.384684,0.039734,-0.543120
921199036,-1.281693,0.091045,-0.394783
921219092,-0.971518,0.137499,-0.387697
921239149,-0.765443,0.135326,-0.333641
921259205,-0.765443,0.135326,-0.333641
921279262,-0.763873,0.236097,-0.383983
921319375,-0.505932,0.232542,-0.377447
921339433,-0.506856,0.182491,-0.327862
921359490,-0.714779,0.084564,-0.282749
921379547,-0.923718,-0.115476,-0.284947
921399605,-1.033453,-0.516470,-0.037365
921419662,-1.083657,-0.362254,0.056708
921439718,-0.765906,0.188729,-0.139091
921459774,-0.916883,0.443127,-0.244456
921479832,-2.061613,-0.197251,-0.019231
921499890,-1.604339,-0.866378,-0.241748
921519950,-0.872499,-0.167579,-0.331709
921540006,-0.863449,0.699374,-0.002803
921560063,-0.810474,0.695310,-0.245630
921580122,-0.869266,0.086027,-0.335498
