Timestamp (us),X (a.u.),Y (a.u.),Z (a.u.)
925283231,0.518162,0.630215,-0.015393
925333219,0.327457,0.745892,0.072545
925383169,0.292778,0.746590,-0.001488
925433130,0.358074,0.716895,-0.093658
925483095,0.348718,0.717186,-0.083389
925533059,0.357824,0.716925,-0.083168
925583026,0.357593,0.707796,-0.083080
925632996,0.347970,0.717335,-0.052038
925682964,0.366200,0.707616,-0.061921
925732934,0.348736,0.708027,-0.093792
925782903,0.331004,0.717628,-0.104771
925832869,0.331254,0.717560,-0.115180
925882836,0.331484,0.726745,-0.115391
925932798,0.322435,0.699377,-0.146499
925982758,0.279378,0.709422,-0.241899
926032733,0.089936,0.696124,-0.340210
926082698,-0.110765,0.628421,-0.406918
926132661,-0.239729,0.503643,-0.481322
926182632,-0.306127,0.349689,-0.532785
926232597,-0.299006,0.221117,-0.583045
926282568,-0.290634,0.202628,-0.572333
926332540,-0.308840,0.193960,-0.583205
926382509,-0.309527,0.175699,-0.572291
926432479,-0.318396,0.175918,-0.583068
926482444,-0.309047,0.184797,-0.582867
926532411,-0.309266,0.175642,-0.582635
926582372,-0.318141,0.185050,-0.582982
926632335,-0.309290,0.175657,-0.582847
926682300,-0.309490,0.157305,-0.592940
926732270,-0.319064,0.148460,-0.582478
926782231,-0.309497,0.166494,-0.582509
926832197,-0.318627,0.166770,-0.582942
926882157,-0.309497,0.166494,-0.582509
926932124,-0.281922,0.156473,-0.602728
926982089,-0.281491,0.183972,-0.592763
927032050,-0.299934,0.175346,-0.593078
927082014,-0.291029,0.156733,-0.602949
927131975,-0.300184,0.175396,-0.582627
927181932,-0.299934,0.175346,-0.593078
927231891,-0.291308,0.165987,-0.582280
927281851,-0.300372,0.157037,-0.592612
927381791,-0.281692,0.165620,-0.602854
927431762,-0.300403,0.166241,-0.582395
927481723,-0.291320,0.165995,-0.582386
927531686,-0.290597,0.184233,-0.592984
927581645,-0.216112,0.236983,-0.602427
927631608,-0.005707,0.249178,-0.618510
927681575,0.217739,0.105582,-0.579645
927731541,0.288242,0.030413,-0.555973
927781512,0.305474,0.020892,-0.524056
927831471,0.305743,0.011650,-0.544933
927881431,0.290412,0.066756,-0.608728
927931389,0.285574,0.176506,-0.673402
927981350,0.281658,0.322816,-0.738098
928031313,0.149237,0.482216,-0.754258
928081281,0.023543,0.586628,-0.727246
928131241,0.042490,0.595139,-0.747705
928181201,0.206472,0.553670,-0.785167
928231163,0.304987,0.505146,-0.761077
928281118,0.305080,0.459161,-0.812698
928331077,0.304618,0.440866,-0.812446
928381046,0.285945,0.423105,-0.812774
928431006,0.286656,0.441351,-0.823478
928480971,0.286194,0.423044,-0.823085
928530935,0.296011,0.441028,-0.833567
928580901,0.295781,0.431893,-0.833583
928630863,0.295550,0.422746,-0.833457
928680826,0.295319,0.413598,-0.833331
928730783,0.295280,0.431967,-0.812401
928780737,0.394641,0.456836,-0.747661
928830690,0.589988,0.452097,-0.533936
928880652,0.776846,0.392338,-0.403231
928930609,0.777844,0.392140,-0.445038
928980566,0.709384,0.439311,-0.583194
929030520,0.578787,0.561549,-0.713542
929080474,0.408333,0.657950,-0.729569
929130432,0.247035,0.726446,-0.775960
929180384,0.182810,0.719211,-0.767193
929230344,0.264111,0.671025,-0.785482
929280302,0.237079,0.653364,-0.817246
929330261,0.218905,0.635458,-0.838054
929380222,0.209798,0.635736,-0.838417
929430179,0.200461,0.626849,-0.838512
929480132,0.200710,0.626816,-0.849105
929530090,0.209318,0.626638,-0.827841
929580048,0.209569,0.626572,-0.838149
929630013,0.210278,0.644851,-0.849137
929679970,0.200692,0.635997,-0.838637
929729928,0.199964,0.626931,-0.817472
929779882,0.210048,0.635687,-0.848867
929829832,0.209816,0.626555,-0.848885
929879785,0.209817,0.626539,-0.848741
929929735,0.218905,0.635458,-0.838054
929979703,0.218674,0.626327,-0.838070
930029654,0.209318,0.626638,-0.827841
930079606,0.200711,0.626800,-0.848962
930129560,0.200711,0.626800,-0.848962
930179514,0.209356,0.608228,-0.848346
930229473,0.209587,0.617375,-0.848472
930279438,0.191374,0.617913,-0.849056
930329400,0.200961,0.626734,-0.859267
930379359,0.200481,0.617636,-0.848692
930429319,0.200729,0.617619,-0.859431
930479273,0.263742,0.606744,-0.836858
930529234,0.290774,0.624388,-0.804956
930579196,0.300249,0.688425,-0.753497
930629157,0.336368,0.715004,-0.711061
930679117,0.434361,0.675773,-0.655763
930729081,0.524501,0.636592,-0.653172
930779041,0.604036,0.597950,-0.587982
930829001,0.613653,0.588377,-0.618873
930878966,0.577709,0.598519,-0.630330
930928930,0.577940,0.607666,-0.630456
930978898,0.569320,0.617041,-0.641367
931028863,0.559023,0.589958,-0.620309
931078831,0.578396,0.625944,-0.630593
931128800,0.578158,0.626027,-0.620372
931178768,0.586492,0.635094,-0.578369
931228739,0.577847,0.653650,-0.578842
931278706,0.605134,0.671278,-0.557639
931328672,0.586142,0.690360,-0.506178
931378641,0.577168,0.745736,-0.454807
931428615,0.558956,0.746257,-0.455248
931478582,0.559206,0.746208,-0.465698
931528554,0.541914,0.663826,-0.590516
931578525,0.567905,0.571322,-0.630058
931628496,0.629842,0.477939,-0.648267
931678467,0.673368,0.357521,-0.687322
931728433,0.698627,0.265215,-0.695849
931778401,0.724338,0.191196,-0.704503
931828374,0.732520,0.163558,-0.693706
931878346,0.777838,0.143909,-0.702802
931928314,0.715740,0.191366,-0.725747
931978285,0.715306,0.163882,-0.735948
932028254,0.707382,0.191479,-0.757314
932078217,0.706634,0.191627,-0.725967
932128178,0.707142,0.191536,-0.746996
932178146,0.706911,0.182389,-0.746870
932228115,0.706412,0.182487,-0.725970
932278079,0.707160,0.182339,-0.757321
932328061,0.716201,0.209661,-0.725999
932378016,0.716940,0.218718,-0.747154
932427982,0.715980,0.200522,-0.726002
932477954,0.697537,0.191896,-0.726317
932527922,0.706634,0.191627,-0.725967
932577890,0.707123,0.200733,-0.736672
932627861,0.706902,0.182381,-0.746739
932677833,0.707594,0.209823,-0.747117
932727797,0.698534,0.191698,-0.768117
932777765,0.707160,0.182339,-0.757321
932827730,0.689420,0.191951,-0.768203
932877700,0.698027,0.191789,-0.747085
932927668,0.688690,0.182903,-0.747180
932977635,0.698258,0.200937,-0.747211
933027599,0.689170,0.192001,-0.757755
933077561,0.689401,0.201148,-0.757881
933127528,0.688921,0.192050,-0.747306
933177496,0.688459,0.173755,-0.747054
933227466,0.697777,0.191839,-0.736637
933277430,0.689143,0.201189,-0.747300
933327393,0.679842,0.183122,-0.757982
933377359,0.698035,0.191797,-0.747217
933427325,0.697297,0.182741,-0.726062
933477292,0.698268,0.191732,-0.757401
933527264,0.698285,0.191748,-0.757667
933577230,0.689383,0.210345,-0.747558
933627192,0.689180,0.182796,-0.767943
933677164,0.698533,0.200911,-0.758059
933727132,0.688940,0.182853,-0.757629
933777106,0.706883,0.191578,-0.736416
933827081,0.688441,0.182952,-0.736731
933877054,0.698027,0.191789,-0.747085
933927023,0.698010,0.191773,-0.746822
933976990,0.697547,0.182691,-0.736511
934076933,0.679584,0.183164,-0.747400
934126901,0.698054,0.182600,-0.757541
934176860,0.688672,0.192100,-0.736857
934226821,0.697777,0.191839,-0.736637
934276785,0.698035,0.191797,-0.747217
934326745,0.688967,0.173664,-0.768086
934376698,0.689170,0.192001,-0.757755
934426653,0.698498,0.200879,-0.757527
934476615,0.698276,0.191740,-0.757534
934526570,0.688682,0.182895,-0.747048
934576529,0.689162,0.191993,-0.757622
934626485,0.698035,0.191797,-0.747217
934676446,0.688698,0.182910,-0.747312
934726410,0.698285,0.191748,-0.757667
934776370,0.689659,0.201107,-0.768464
934826334,0.688690,0.182903,-0.747180
934876295,0.689383,0.210345,-0.747558
934926255,0.689890,0.210254,-0.768590
934976209,0.698276,0.191740,-0.757534
935026164,0.688948,0.182861,-0.757762
935076120,0.698037,0.182585,-0.757275
935126074,0.679852,0.173917,-0.768172
935176030,0.688690,0.182903,-0.747180
935225981,0.689420,0.191951,-0.768203
935275937,0.688912,0.192042,-0.747174
935325895,0.689393,0.201140,-0.757747
935375868,0.680064,0.192262,-0.757975
935425837,0.688921,0.192050,-0.747306
935475803,0.707649,0.191445,-0.768031
935525777,0.689162,0.191993,-0.757622
935575746,0.689393,0.201140,-0.757747
935625711,0.688441,0.182952,-0.736731
935675677,0.698239,0.210133,-0.736889
935725647,0.680073,0.192269,-0.758108
935775611,0.679807,0.192303,-0.747395
935825581,0.679611,0.173974,-0.757856
935875545,0.689170,0.192001,-0.757755
935925511,0.679566,0.192360,-0.737078
935975473,0.680322,0.192220,-0.768558
936025440,0.688449,0.182960,-0.736861
