Timestamp (us),Temperature (degC)
918150461,37.375000
919152232,37.474998
920153999,37.424999
921155769,37.375000
922157536,37.375000
924161075,37.500000
925162842,37.450001
926164612,37.375000
927166381,37.375000
928168148,37.375000
929169918,37.375000
930171696,37.375000
931173464,37.375000
932175234,37.375000
933177000,37.375000
934178769,37.375000
935180536,37.375000
