Timestamp (us),X (a.u.),Y (a.u.),Z (a.u.)
933402476,1.016509,0.445480,0.154183
933451359,1.034978,0.454522,0.154221
933500247,1.017176,0.444542,0.122930
933549137,1.007764,0.453730,0.122636
933598020,1.025690,0.454573,0.154117
933646898,1.007644,0.444894,0.133218
933695775,1.016630,0.454316,0.143600
933744647,1.026236,0.444800,0.133449
933793531,1.006990,0.463813,0.153717
933842417,1.016539,0.463471,0.143447
933891294,1.007871,0.444585,0.122807
933940175,1.016613,0.454306,0.143582
933989056,1.007081,0.454658,0.153869
934037939,1.007523,0.436058,0.143800
934086820,1.007068,0.436676,0.164622
934135706,1.016282,0.445789,0.164596
934184595,1.007280,0.436358,0.154192
934233483,1.025553,0.445728,0.164678
934282374,1.025694,0.436601,0.164890
934331264,1.016493,0.445470,0.154164
934380152,1.016265,0.445779,0.164575
934429044,1.016265,0.445779,0.164575
934477925,1.016630,0.454316,0.143600
934526806,1.025781,0.445419,0.154268
934575691,1.026025,0.445119,0.143877
934624572,1.016249,0.445770,0.164554
934673461,1.016476,0.445461,0.154145
934722348,1.025416,0.436882,0.175237
934771225,1.016476,0.445461,0.154145
934820112,1.006944,0.445812,0.164431
934868998,1.025603,0.445756,0.164740
934917884,1.025587,0.445747,0.164719
934966768,1.016249,0.445770,0.164554
935015646,1.025570,0.445737,0.164699
935064530,1.016811,0.436006,0.143906
935113413,1.016385,0.454616,0.153993
935162307,1.015930,0.455234,0.174815
935211196,1.006626,0.455276,0.174691
935260087,1.006733,0.446131,0.174862
935308976,1.007065,0.454648,0.153850
935357858,1.007416,0.445203,0.143629
935406740,1.007205,0.445522,0.154059
935455615,1.016613,0.454306,0.143582
935504492,1.015930,0.455234,0.174815
935553375,1.016141,0.454915,0.164384
935602249,1.006837,0.454957,0.164260
935651121,1.006944,0.445812,0.164431
935700000,1.016282,0.445789,0.164596
935748885,0.997760,0.454690,0.153726
935797763,1.016249,0.445770,0.164554
935846644,1.007081,0.454658,0.153869
935895529,1.016141,0.454915,0.164384
935944425,1.006944,0.445812,0.164431
935993306,1.007081,0.454658,0.153869
