Timestamp (us),Temperature (degC)
918089709,36.875000
919091804,36.875000
920093900,36.875000
921095996,36.875000
922098093,36.875000
923100187,36.875000
924102284,36.875000
925104379,36.875000
926106477,36.875000
927108571,36.875000
928110677,36.875000
929112772,36.875000
930114868,36.875000
931116964,36.875000
932119060,36.875000
933121157,36.875000
934123252,36.875000
935125349,36.775002
