Timestamp (us),X (a.u.),Y (a.u.),Z (a.u.)
934866782,0.944587,0.137771,0.491474
934916366,0.944213,0.119910,0.491680
934965954,0.935173,0.119921,0.481094
935015540,0.935173,0.119921,0.481094
935065124,0.944394,0.119751,0.481240
935114704,0.916727,0.129345,0.491124
935164294,0.935027,0.111005,0.481266
935213886,0.944246,0.119921,0.491736
935263474,0.935351,0.128848,0.480975
935313058,0.944425,0.128849,0.491619
935362642,0.935154,0.129001,0.491388
935412225,0.934972,0.129159,0.501828
935461803,0.944194,0.128990,0.501974
935511386,0.935173,0.119921,0.481094
935560975,0.934810,0.120238,0.501974
935610563,0.925770,0.120249,0.491387
935660145,0.925602,0.129499,0.512184
935709740,0.935156,0.119915,0.481067
935759332,0.935189,0.119926,0.481120
935858524,0.944213,0.119910,0.491680
935908107,0.925965,0.129182,0.491298
935957697,0.935170,0.129006,0.491416
936007284,0.934989,0.129165,0.501858
