Timestamp (us),Temperature (degC)
917498202,38.250000
918497198,38.250000
919496193,38.250000
920495189,38.250000
921494185,38.250000
922493184,38.250000
923492180,38.250000
924491176,38.250000
925490172,38.250000
926489169,38.250000
927488167,38.250000
928487165,38.250000
929486162,38.250000
930485157,38.250000
931484155,38.250000
932483153,38.250000
933482149,38.250000
934481152,38.250000
935480145,38.250000
