Timestamp (us),X (a.u.),Y (a.u.),Z (a.u.)
928707759,0.953490,-0.153470,-0.146596
928757422,0.959379,-0.217493,-0.074103
928807082,0.955038,-0.299391,0.018978
928856745,0.941201,-0.399640,0.091762
928906408,0.939416,-0.436145,0.122907
928956072,0.950371,-0.399938,0.091875
929005729,0.991401,-0.328552,-0.000579
929055379,1.025512,-0.211321,-0.144851
929105030,1.032308,-0.055689,-0.238938
929154678,1.009432,0.036264,-0.342716
929204332,0.992612,0.073532,-0.364012
929253983,0.982381,0.055652,-0.343393
929303631,0.992063,0.064435,-0.353557
929353279,1.001056,0.054896,-0.353418
929402925,1.009739,0.045481,-0.342843
929452580,1.001164,0.054782,-0.363521
929502232,1.000945,0.064351,-0.333007
929551881,1.010529,0.063798,-0.353312
929601524,1.010353,0.063915,-0.343098
929651180,0.991712,0.064670,-0.333129
929700828,0.991887,0.064552,-0.343343
929750478,1.009432,0.036264,-0.342716
929800130,1.009773,0.045479,-0.342897
929849783,1.009125,0.027047,-0.342589
929899442,1.008950,0.027164,-0.332375
929949098,1.008643,0.017948,-0.332248
929998753,1.018085,0.017509,-0.342393
930048404,1.017866,0.027078,-0.311875
930098059,1.017603,0.008409,-0.332051
930147711,1.008468,0.018065,-0.322034
930197365,0.998861,0.009172,-0.321927
930247012,1.008478,0.008616,-0.342280
930296663,0.999278,0.008932,-0.342457
930346314,1.008073,-0.009938,-0.352294
930395964,1.007590,-0.019037,-0.341953
930445617,0.997909,-0.027822,-0.331787
930495276,1.015947,-0.018770,-0.290761
930544928,1.033229,-0.028038,-0.239319
930594587,1.042463,0.009331,-0.168208
930644246,1.050162,0.038305,-0.025474
930693902,1.047829,0.021041,0.076922
930743561,1.054081,-0.014973,0.179706
930793214,1.015745,-0.050449,0.189939
930842868,1.026041,-0.023231,0.179448
930892521,1.037686,0.021948,0.127866
930942176,1.028716,0.040935,0.147916
930991825,1.029407,0.049916,0.127372
931041471,1.020108,0.050238,0.127228
931091120,1.038957,0.049364,0.107056
931140770,1.029440,0.049915,0.127382
931190421,1.028935,0.031367,0.117402
931240076,1.028661,0.022148,0.117538
931289730,1.018683,-0.005302,0.107582
931389034,1.016720,-0.041698,0.148938
931438687,1.024901,-0.079002,0.139356
931488342,1.014034,-0.134107,0.129793
931537993,1.011677,-0.198503,0.140887
931587645,0.990229,-0.271249,0.172300
931637304,0.940369,-0.370816,0.193532
931686959,0.918539,-0.481006,0.174367
931736616,0.878932,-0.543898,0.205408
931786268,0.850210,-0.579940,0.195353
931835927,0.858684,-0.598590,0.205966
931885581,0.840203,-0.588514,0.226050
931935230,0.878187,-0.571666,0.195576
931984871,0.898055,-0.535553,0.185098
932034522,0.908428,-0.517790,0.154325
932084170,0.917956,-0.499452,0.174637
932133827,0.918407,-0.490340,0.164280
932183482,0.919722,-0.472376,0.123170
932233137,0.928842,-0.472600,0.133528
932282790,0.929293,-0.463489,0.123175
932332440,0.948078,-0.464349,0.102984
932382084,0.939009,-0.454708,0.112955
932431732,0.929149,-0.463383,0.133401
932481384,0.929851,-0.463852,0.092534
932531039,0.929325,-0.463500,0.123184
932580692,0.937706,-0.482113,0.133757
932630344,0.929644,-0.463723,0.102745
932680000,0.939153,-0.454814,0.102734
932779316,0.929130,-0.472812,0.113079
932828980,0.920380,-0.463393,0.102616
932878641,0.928999,-0.482146,0.102993
932928301,0.929807,-0.454400,0.112840
932977956,0.938075,-0.472919,0.133651
933027600,0.938526,-0.463808,0.123298
933077247,0.938044,-0.472908,0.133640
933126898,0.929262,-0.463477,0.123166
933176550,0.929613,-0.463712,0.102738
933275864,0.929162,-0.472823,0.113087
933325513,0.919735,-0.481815,0.102864
933375164,0.929613,-0.463712,0.102738
933424812,0.928636,-0.472472,0.143733
933474463,0.937769,-0.482136,0.133778
933524123,0.938320,-0.463679,0.133503
933573783,0.938351,-0.463690,0.133513
933623444,0.929262,-0.463477,0.123166
933673111,0.938495,-0.463796,0.123289
933722769,0.938363,-0.473130,0.113202
933772430,0.947891,-0.454792,0.133509
933822096,0.938013,-0.472896,0.133630
933871755,0.947771,-0.473566,0.103111
933921413,0.938526,-0.463808,0.123298
933971074,0.938846,-0.464031,0.102861
934020733,0.929512,-0.473058,0.092657
934070385,0.938846,-0.464031,0.102861
934120045,0.938989,-0.464136,0.092643
934169704,0.938846,-0.464031,0.102861
934219355,0.948242,-0.455027,0.113078
934269001,0.930126,-0.454624,0.092402
934318654,0.938395,-0.473142,0.113210
934368305,0.928999,-0.482146,0.102993
934417960,0.938989,-0.464136,0.092643
934467622,0.929099,-0.472800,0.113072
